# n=30, modulus d=4, coefficients d=5
# Frobenius number = 393324, Frobenius root = 4377, Apery max = 403297
coefficients = [9973, 13001, 16001, 19001, 22003, 25013, 28027, 31013, 34007, 37001, 
                    40009, 43003, 46021, 49003, 52009, 55001, 58013, 61001, 64007, 67001, 
                    70009, 73001, 76003, 79001, 82013, 85009, 88007, 91039, 94001, 97001]


Residues, Apery set, Zeros
1116, 330225, 320252
1117, 320253, 310280
1118, 340200, 330227
1119, 330228, 320255
1120, 340202, 330229
1121, 320257, 310284
1122, 41014, 31041
1123, 320259, 310286
1124, 340206, 330233
1125, 330234, 320261
1126, 330235, 320262
1127, 320263, 310290
1128, 340210, 330237
1129, 330238, 320265
1130, 340212, 330239
1131, 320267, 310294
1132, 340214, 330241
1133, 330242, 320269
1134, 340216, 330243
1135, 330244, 320271
1136, 41028, 31055
1137, 330246, 320273
1138, 51003, 41030
1139, 330248, 320275
1140, 51005, 41032
1141, 330250, 320277
1142, 340224, 330251
1143, 320279, 310306
1144, 340226, 330253
1145, 330254, 320281
1146, 340228, 330255
1147, 330256, 320283
1148, 340230, 330257
1149, 330258, 320285
1150, 51015, 41042
1151, 340233, 330260
1152, 350207, 340234
1153, 340235, 330262
1154, 340236, 330263
1155, 330264, 320291
1156, 340238, 330265
1157, 330266, 320293
1158, 340240, 330267
1159, 330268, 320295
1160, 340242, 330269
1161, 330270, 320297
1162, 340244, 330271
1163, 61001, 51028
1164, 340246, 330273
1165, 340247, 330274
1166, 61004, 51031
1167, 340249, 330276
1168, 61006, 51033
1169, 330278, 320305
1170, 350225, 340252
1171, 340253, 330280
1172, 350227, 340254
1173, 340255, 330282
1174, 350229, 340256
1175, 330284, 320311
1176, 350231, 340258
1177, 340259, 330286
1178, 350233, 340260
1179, 340261, 330288
1180, 350235, 340262
1181, 340263, 330290
1182, 350237, 340264
1183, 340265, 330292
1184, 350239, 340266
1185, 340267, 330294
1186, 340268, 330295
1187, 330296, 320323
1188, 350243, 340270
1189, 340271, 330298
1190, 350245, 340272
1191, 71002, 61029
1192, 350247, 340274
1193, 340275, 330302
1194, 71005, 61032
1195, 71006, 61033
1196, 350251, 340278
1197, 71008, 61035
1198, 350253, 340280
1199, 71010, 61037
1200, 350255, 340282
1201, 340283, 330310
1202, 350257, 340284
1203, 71014, 61041
1204, 350259, 340286
1205, 340287, 330314
1206, 360234, 350261
1207, 350262, 340289
1208, 360236, 350263
1209, 350264, 340291
1210, 350265, 340292
1211, 71022, 61049
1212, 360240, 350267
1213, 350268, 340295
1214, 360242, 350269
1215, 350270, 340297
1216, 360244, 350271
1217, 340299, 330326
1218, 350273, 340300
1219, 71030, 61057
1220, 360248, 350275
1221, 81005, 71032
1222, 81006, 71033
1223, 71034, 61061
1224, 350279, 340306
1225, 360253, 350280
1226, 360254, 350281
1227, 81011, 71038
1228, 360256, 350283
1229, 81013, 71040
1230, 360258, 350285
1231, 81015, 71042
1232, 360260, 350287
1233, 81017, 71044
1234, 360262, 350289
1235, 360263, 350290
1236, 360264, 350291
